row_id,catalogue_id,catalogue_z,r,z_equals_r,catalogue_mu_record,catalogue_luminosity_record,catalogue_scale_record,D_record,T_record,mu_derivative_recovered,gamma_recovered,gamma_finite_status,gamma_clip_status,robust_subset_status,gamma_difference_from_extracted_record
28,2007hj,0.01288,0.01288,True,33.9682,62.178465513985024,73.23,0.014995133459979226,0.015011155532288241,0.082912607552,-20.949085384335383,FINITE,CLIP_EXCLUDED,ROBUST_EXCLUDED,-21.335119544335384
29,2007hj,0.01288,0.01288,True,33.9846,62.64984487633513,73.23,0.015108812631542729,0.015124956168319647,0.082912607552,-21.846756855604223,FINITE,CLIP_EXCLUDED,ROBUST_EXCLUDED,-22.232791015604224
30,2007hj,0.01288,0.01288,True,33.9247,60.94526924225732,73.23,0.014697732381904265,0.014713436685679215,0.082912607552,-18.510165044609565,FINITE,CLIP_EXCLUDED,ROBUST_EXCLUDED,-18.896199204609566
31,2008hv,0.0136,0.0136,True,33.797,57.464548659767246,73.23,0.013848467920845504,0.013864092419540341,0.082912607552,-2.783373126875207,FINITE,CLIP_RETAINED,ROBUST_EXCLUDED,-3.169407286875207
32,2008hv,0.0136,0.0136,True,33.7683,56.710046057272216,73.23,0.013666639205045248,0.013682058555954139,0.082912607552,-0.8802229102291903,FINITE,CLIP_RETAINED,ROBUST_RETAINED,-1.2662570702291904
33,2008hv,0.0136,0.0136,True,33.772,56.8067574106772,73.23,0.013689945819409178,0.013705391465946423,0.082912607552,-1.1279441022343946,FINITE,CLIP_RETAINED,ROBUST_RETAINED,-1.5139782622343945
34,1997E,0.01314,0.01314,True,33.7649,56.621321335575196,73.23,0.013651452711718757,0.01366633368733886,0.082912607552,-5.785734331343019,FINITE,CLIP_EXCLUDED,ROBUST_EXCLUDED,-6.17176849134302
35,2007cv,0.01361,0.01361,True,33.6741,54.30252197254557,73.23,0.013086317251297422,0.01310109271789169,0.082912607552,5.781222028324044,FINITE,CLIP_RETAINED,ROBUST_EXCLUDED,5.395187868324044
36,1992al,0.01434,0.01434,True,33.6968,54.8731636912444,73.23,0.013214318772408444,0.013230039502472687,0.082912607552,12.019535882359907,FINITE,CLIP_RETAINED,ROBUST_EXCLUDED,11.633501722359908
37,1999dk,0.014,0.014,True,33.8053,57.684615212847234,73.23,0.013896018262863337,0.01391215779977146,0.082912607552,0.9039030448157919,FINITE,CLIP_RETAINED,ROBUST_RETAINED,0.5178688848157919
