row_id,r,sigma_prime,sigma_second,Q_sqrt_negative_sigma_second,mu_recovered,gamma_recovered,mu_difference_from_extracted_record,gamma_difference_from_extracted_record,recovery_error,finite_status
213,1.030000000000000000000000000000000000000,0.1932965837893504005884638983209765137635,-0.07629151738144271710465117055779113689436,0.2762091913413504005884638983209765137635,0.08291260755200000000000000000000000000000,0.3860341600000000000000000000000000000000,1.210184973390411960255634572901984952366e-122,4.840739893561647841022538291607939809463e-122,4.989720471823966390447213452878918686828e-122,FINITE
214,1.035000000000000000000000000000000000000,0.1929156522863551807772509748593673944096,-0.07608122892545518157767821553908131895364,0.2758282598383551807772509748593673944096,0.08291260755200000000000000000000000000000,0.3860341600000000000000000000000000000000,1.210184973390411960255634572901984952366e-122,0.0,1.210184973390411960255634572901984952366e-122,FINITE
215,1.040000000000000000000000000000000000000,0.1925357700530047476590740700072491825998,-0.07587180872522928100600374850258222255574,0.2754483776050047476590740700072491825998,0.08291260755200000000000000000000000000000,0.3860341600000000000000000000000000000000,1.210184973390411960255634572901984952366e-122,0.0,1.210184973390411960255634572901984952366e-122,FINITE
216,1.045000000000000000000000000000000000000,0.1921569327599673184122798500493361115308,-0.07566325200743701363872230516602852534897,0.2750695403119673184122798500493361115308,0.08291260755200000000000000000000000000000,0.3860341600000000000000000000000000000000,1.210184973390411960255634572901984952366e-122,0.0,1.210184973390411960255634572901984952366e-122,FINITE
217,1.050000000000000000000000000000000000000,0.1917791361016957441407878447460219523836,-0.07545555403150769612674822684077469068764,0.2746917436536957441407878447460219523836,0.08291260755200000000000000000000000000000,0.3860341600000000000000000000000000000000,6.050924866952059801278172864509924761828e-122,4.840739893561647841022538291607939809463e-122,7.748964734893173862267352925130106812994e-122,FINITE
218,1.055000000000000000000000000000000000000,0.1914023757962643978376094952203432652041,-0.07524871008935857386594626168520682934761,0.2743149833482643978376094952203432652041,0.08291260755200000000000000000000000000000,0.3860341600000000000000000000000000000000,6.050924866952059801278172864509924761828e-122,4.840739893561647841022538291607939809463e-122,7.748964734893173862267352925130106812994e-122,FINITE
219,1.060000000000000000000000000000000000000,0.1910266475852074028320605269956156146618,-0.07504271550512801244342497315209199061761,0.2739392551372074028320605269956156146618,0.08291260755200000000000000000000000000000,0.3860341600000000000000000000000000000000,1.210184973390411960255634572901984952366e-122,4.840739893561647841022538291607939809463e-122,4.989720471823966390447213452878918686828e-122,FINITE
220,1.065000000000000000000000000000000000000,0.1906519472333581888858577815302814248203,-0.07483756563491124196240236667359641999228,0.2735645547853581888858577815302814248203,0.08291260755200000000000000000000000000000,0.3860341600000000000000000000000000000000,1.210184973390411960255634572901984952366e-122,4.840739893561647841022538291607939809463e-122,4.989720471823966390447213452878918686828e-122,FINITE
221,1.070000000000000000000000000000000000000,0.1902782705286903632435457477676637234927,-0.07463325586649862636779731605200454390773,0.2731908780806903632435457477676637234927,0.08291260755200000000000000000000000000000,0.3860341600000000000000000000000000000000,1.210184973390411960255634572901984952366e-122,-4.840739893561647841022538291607939809463e-122,4.989720471823966390447213452878918686828e-122,FINITE
222,1.075000000000000000000000000000000000000,0.1899056132821598840812302689579584620300,-0.07442978161911643023671786698487448435904,0.2728182208341598840812302689579584620300,0.08291260755200000000000000000000000000000,0.3860341600000000000000000000000000000000,1.210184973390411960255634572901984952366e-122,0.0,1.210184973390411960255634572901984952366e-122,FINITE
223,1.080000000000000000000000000000000000000,0.1895339713275485239344307152578257411259,-0.07422713834317005583537909545540986255501,0.2724465788795485239344307152578257411259,0.08291260755200000000000000000000000000000,0.3860341600000000000000000000000000000000,6.050924866952059801278172864509924761828e-122,9.681479787123295682045076583215879618926e-122,1.141686220526356958465567973581526888389e-121,FINITE
224,1.085000000000000000000000000000000000000,0.1891633405213086108210204143104236396575,-0.07402532151998972357675852752223038746634,0.2720759480733086108210204143104236396575,0.08291260755200000000000000000000000000000,0.3860341600000000000000000000000000000000,1.210184973390411960255634572901984952366e-122,-4.840739893561647841022538291607939809463e-122,4.989720471823966390447213452878918686828e-122,FINITE
225,1.090000000000000000000000000000000000000,0.1887937167424090349087310798200103817767,-0.07382432666157856934155467424078164052574,0.2717063242944090349087310798200103817767,0.08291260755200000000000000000000000000000,0.3860341600000000000000000000000000000000,1.210184973390411960255634572901984952366e-122,-4.840739893561647841022538291607939809463e-122,4.989720471823966390447213452878918686828e-122,FINITE
226,1.095000000000000000000000000000000000000,0.1884250958921825087085727920691362688073,-0.07362414931036313244882137665931344901005,0.2713377034441825087085727920691362688073,0.08291260755200000000000000000000000000000,0.3860341600000000000000000000000000000000,1.210184973390411960255634572901984952366e-122,0.0,1.210184973390411960255634572901984952366e-122,FINITE
227,1.100000000000000000000000000000000000000,0.1880574738941740689057888502584323242643,-0.07342478503894620838207367201079617263600,0.2709700814461740689057888502584323242643,0.08291260755200000000000000000000000000000,0.3860341600000000000000000000000000000000,1.210184973390411960255634572901984952366e-122,0.0,1.210184973390411960255634572901984952366e-122,FINITE
228,1.105000000000000000000000000000000000000,0.1876908466939908080686462916462734652932,-0.07322622944986204069176498890181146937505,0.2706034542459908080686462916462734652932,0.08291260755200000000000000000000000000000,0.3860341600000000000000000000000000000000,1.210184973390411960255634572901984952366e-122,4.840739893561647841022538291607939809463e-122,4.989720471823966390447213452878918686828e-122,FINITE
229,1.110000000000000000000000000000000000000,0.1873252102591528246024794905168295780510,-0.07302847817533382680588480546966131049969,0.2702378178111528246024794905168295780510,0.08291260755200000000000000000000000000000,0.3860341600000000000000000000000000000000,1.210184973390411960255634572901984952366e-122,9.681479787123295682045076583215879618926e-122,9.756823178591322958587864469266398797597e-122,FINITE
230,1.115000000000000000000000000000000000000,0.1869605605789453794419771266566524170052,-0.07283152687703351278708357110593943801822,0.2698731681309453794419771266566524170052,0.08291260755200000000000000000000000000000,0.3860341600000000000000000000000000000000,1.210184973390411960255634572901984952366e-122,4.840739893561647841022538291607939809463e-122,4.989720471823966390447213452878918686828e-122,FINITE
231,1.120000000000000000000000000000000000000,0.1865968936642722480987527509207104378597,-0.07263537124584385237725979054372438423149,0.2695095012162722480987527509207104378597,0.08291260755200000000000000000000000000000,0.3860341600000000000000000000000000000000,1.210184973390411960255634572901984952366e-122,9.681479787123295682045076583215879618926e-122,9.756823178591322958587864469266398797597e-122,FINITE
232,1.125000000000000000000000000000000000000,0.1862342055475102568037866693242446360667,-0.07244000700162270596900378797016618597314,0.2691468130995102568037866693242446360667,0.08291260755200000000000000000000000000000,0.3860341600000000000000000000000000000000,1.210184973390411960255634572901984952366e-122,-9.681479787123295682045076583215879618926e-122,9.756823178591322958587864469266398797597e-122,FINITE
233,1.130000000000000000000000000000000000000,0.1858724922823649916053921086356118163986,-0.07224542989296955543774391292354939790550,0.2687850998343649916053921086356118163986,0.08291260755200000000000000000000000000000,0.3860341600000000000000000000000000000000,1.210184973390411960255634572901984952366e-122,4.840739893561647841022538291607939809463e-122,4.989720471823966390447213452878918686828e-122,FINITE
234,1.135000000000000000000000000000000000000,0.1855117499437276694029615092986948666806,-0.07205163569699421105894295627019528162101,0.2684243574957276694029615092986948666806,0.08291260755200000000000000000000000000000,0.3860341600000000000000000000000000000000,1.210184973390411960255634572901984952366e-122,-4.840739893561647841022538291607939809463e-122,4.989720471823966390447213452878918686828e-122,FINITE
235,1.140000000000000000000000000000000000000,0.1851519746275331600149089160099922033274,-0.07185862021908768702130350022152222522357,0.2680645821795331600149089160099922033274,0.08291260755200000000000000000000000000000,0.3860341600000000000000000000000000000000,1.210184973390411960255634572901984952366e-122,0.0,1.210184973390411960255634572901984952366e-122,FINITE
236,1.145000000000000000000000000000000000000,0.1847931624506191484959611141519934188998,-0.07166637929269522232971808384707848584943,0.2677057700026191484959611141519934188998,0.08291260755200000000000000000000000000000,0.3860341600000000000000000000000000000000,6.050924866952059801278172864509924761828e-122,9.681479787123295682045076583215879618926e-122,1.141686220526356958465567973581526888389e-121,FINITE
237,1.150000000000000000000000000000000000000,0.1844353095505864270342824193153539827094,-0.07147490877909142417069975979902105760417,0.2673479171025864270342824193153539827094,0.08291260755200000000000000000000000000000,0.3860341600000000000000000000000000000000,6.050924866952059801278172864509924761828e-122,9.681479787123295682045076583215879618926e-122,1.141686220526356958465567973581526888389e-121,FINITE
238,1.155000000000000000000000000000000000000,0.1840784120856603058728646156886777327610,-0.07128420456715751108830628206940216915431,0.2669910196376603058728646156886777327610,0.08291260755200000000000000000000000000000,0.3860341600000000000000000000000000000000,1.210184973390411960255634572901984952366e-122,0.0,1.210184973390411960255634572901984952366e-122,FINITE
239,1.160000000000000000000000000000000000000,0.1837224662345531328121929305739972419565,-0.07109426257316063359018134540403858434385,0.2666350737865531328121929305739972419565,0.08291260755200000000000000000000000000000,0.3860341600000000000000000000000000000000,1.210184973390411960255634572901984952366e-122,-4.840739893561647841022538291607939809463e-122,4.989720471823966390447213452878918686828e-122,FINITE
240,1.165000000000000000000000000000000000000,0.1833674681963279109624293295652373196956,-0.07090507874053525007133267044305578012147,0.2662800757483279109624293295652373196956,0.08291260755200000000000000000000000000000,0.3860341600000000000000000000000000000000,1.210184973390411960255634572901984952366e-122,9.681479787123295682045076583215879618926e-122,9.756823178591322958587864469266398797597e-122,FINITE
241,1.170000000000000000000000000000000000000,0.1830134141902630045232537566391050368286,-0.07071664903966653620770211483656689767804,0.2659260217422630045232537566391050368286,0.08291260755200000000000000000000000000000,0.3860341600000000000000000000000000000000,1.210184973390411960255634572901984952366e-122,4.840739893561647841022538291607939809463e-122,4.989720471823966390447213452878918686828e-122,FINITE
242,1.175000000000000000000000000000000000000,0.1826603004557179224780899001944109227301,-0.07052896946767580623250936848749675353876,0.2655729080077179224780899001944109227301,0.08291260755200000000000000000000000000000,0.3860341600000000000000000000000000000000,6.050924866952059801278172864509924761828e-122,4.840739893561647841022538291607939809463e-122,7.748964734893173862267352925130106812994e-122,FINITE
243,1.180000000000000000000000000000000000000,0.1823081232520001701967320567557579928973,-0.07034203604820792476581931309070124734999,0.2652207308040001701967320567557579928973,0.08291260755200000000000000000000000000000,0.3860341600000000000000000000000000000000,1.210184973390411960255634572901984952366e-122,0.0,1.210184973390411960255634572901984952366e-122,FINITE
244,1.185000000000000000000000000000000000000,0.1819568788582331590464008517246914218930,-0.07015584483122068812184413227375207781961,0.2648694864102331590464008517246914218930,0.08291260755200000000000000000000000000000,0.3860341600000000000000000000000000000000,1.210184973390411960255634572901984952366e-122,0.0,1.210184973390411960255634572901984952366e-122,FINITE
245,1.190000000000000000000000000000000000000,0.1816065635732251642160048746114305751247,-0.06997039189277615426919429048127451345479,0.2645191711252251642160048746114305751247,0.08291260755200000000000000000000000000000,0.3860341600000000000000000000000000000000,6.050924866952059801278172864509924761828e-122,9.681479787123295682045076583215879618926e-122,1.141686220526356958465567973581526888389e-121,FINITE
246,1.195000000000000000000000000000000000000,0.1812571737153393210618893622684137555882,-0.06978567333483390086668631313918501123801,0.2641697812673393210618893622684137555882,0.08291260755200000000000000000000000000000,0.3860341600000000000000000000000000000000,1.210184973390411960255634572901984952366e-122,0.0,1.210184973390411960255634572901984952366e-122,FINITE
247,1.200000000000000000000000000000000000000,0.1809087056223646503856283435777337763375,-0.06960168528504619104144788316948808734035,0.2638213131743646503856283435777337763375,0.08291260755200000000000000000000000000000,0.3860341600000000000000000000000000000000,1.210184973390411960255634572901984952366e-122,0.0,1.210184973390411960255634572901984952366e-122,FINITE
248,1.205000000000000000000000000000000000000,0.1805611556513881031554793305955175054992,-0.06941842389655502681697934710662795744773,0.2634737632033881031554793305955175054992,0.08291260755200000000000000000000000000000,0.3860341600000000000000000000000000000000,1.210184973390411960255634572901984952366e-122,0.0,1.210184973390411960255634572901984952366e-122,FINITE
249,1.210000000000000000000000000000000000000,0.1802145201786676152829856578354077504602,-0.06923588534779107033658178028019689696396,0.2631271277306676152829856578354077504602,0.08291260755200000000000000000000000000000,0.3860341600000000000000000000000000000000,1.210184973390411960255634572901984952366e-122,0.0,1.210184973390411960255634572901984952366e-122,FINITE
250,1.215000000000000000000000000000000000000,0.1798687955995061631648966561128571532356,-0.06905406584227441326219104476363854647725,0.2627814031515061631648966561128571532356,0.08291260755200000000000000000000000000000,0.3860341600000000000000000000000000000000,1.210184973390411960255634572901984952366e-122,0.0,1.210184973390411960255634572901984952366e-122,FINITE
251,1.220000000000000000000000000000000000000,0.1795239783281268107980954961592598262413,-0.06887296160841717496020981611746011670992,0.2624365858801268107980954961592598262413,0.08291260755200000000000000000000000000000,0.3860341600000000000000000000000000000000,1.210184973390411960255634572901984952366e-122,-9.681479787123295682045076583215879618926e-122,9.756823178591322958587864469266398797597e-122,FINITE
252,1.225000000000000000000000000000000000000,0.1791800647975487393715940226611859456244,-0.06869256889932791031444967779326811557549,0.2620926723495487393715940226611859456244,0.08291260755200000000000000000000000000000,0.3860341600000000000000000000000000000000,6.050924866952059801278172864509924761828e-122,9.681479787123295682045076583215879618926e-122,1.141686220526356958465567973581526888389e-121,FINITE
253,1.230000000000000000000000000000000000000,0.1788370514594642503348882742282641518537,-0.06851288399261780823182671220043424572705,0.2617496590114642503348882742282641518537,0.08291260755200000000000000000000000000000,0.3860341600000000000000000000000000000000,1.210184973390411960255634572901984952366e-122,0.0,1.210184973390411960255634572901984952366e-122,FINITE
