tracer,q_bin_left,q_bin_right,q_bin_center,retained_data_count,retained_random_count,existing_selection_corrected_weight,empirical_q_mass,empirical_q_density,fixed_rho_q_support_density,fixed_rho_q_support_bin_mass,empirical_minus_fixed_q_density,empirical_minus_fixed_q_bin_mass,cumulative_empirical_q_mass,cumulative_fixed_q_mass,cumulative_q_residual,opening_branch,outer_exp_readout
LRG,2.6201706791367103,3.056684949234587,2.838427814185649,5896.0,89493.0,0.06588224777356888,0.0062336902468477975,0.014280610449344661,0.02443815919188018,0.010667605222179296,-0.010157548742535518,-0.0044339149753314985,0.04534291862846203,0.06226907478906721,-0.01692615616060518,2.095730096969793,0.7903009541684524
LRG,3.056684949234587,3.4931992193324635,3.2749420842835253,23121.0,343679.0,0.0672749862517058,0.006365469300552987,0.014582499901150323,0.02546508474037599,0.011115872878425795,-0.010882584839225665,-0.004750403577872807,0.05170838792901501,0.073384947667493,-0.021676559738477985,2.26423951655504,0.7622093772157513
LRG,3.4931992193324635,3.92971348943034,3.7114563543814016,59759.0,894968.0,0.06677221978886395,0.006317898209678387,0.014473520437858245,0.02638812825127475,0.011518794542854349,-0.011914607813416507,-0.005200896333175962,0.0580262861386934,0.08490374221034734,-0.02687745607165394,2.4327489361402868,0.7351163270793563
LRG,3.92971348943034,4.366227759528217,4.147970624479278,94788.0,1483238.0,0.06390612969732437,0.00604671259513132,0.013852267862343892,0.02721337728878915,0.011879027524113933,-0.013361109426445257,-0.005832314928982613,0.06407299873382472,0.09678276973446127,-0.03270977100063656,2.6012583557255335,0.7089863107072197
LRG,4.366227759528217,4.802742029626093,4.584484894577155,113984.0,1756459.0,0.06489419906755581,0.006140202398599923,0.014066441395428265,0.02794661789965027,0.012199097514170084,-0.013880176504222005,-0.006058895115570161,0.07021320113242464,0.10898186724863136,-0.03876866611620672,2.7697677753107808,0.6837850966626289
LRG,4.802742029626093,5.239256299723969,5.020999164675031,121354.0,1883064.0,0.06444496841318192,0.006097696794383441,0.013969066333195017,0.028593348356735188,0.012481404587594573,-0.01462428202354017,-0.006383707793211133,0.07631089792680809,0.12146327183622593,-0.04515237390941784,2.938277194896027,0.6594796702795626
LRG,5.239256299723969,5.675770569821846,5.457513434772908,122736.0,1847892.0,0.06641946607269256,0.006284521124433898,0.014397057679293659,0.029158792306616454,0.012728228940658254,-0.014761734627322795,-0.006443707816224356,0.08259541905124199,0.1341915007768842,-0.0515960817256422,3.1067866144812744,0.6360381904120694
LRG,5.675770569821846,6.112284839919723,5.894027704870784,103316.0,1561943.0,0.06614581966179303,0.006258629066704295,0.014337742189507244,0.029647911346038645,0.012941736381142632,-0.015310169156531401,-0.006683107314438337,0.08885404811794628,0.14713323715802681,-0.05827918904008053,3.275296034066521,0.6134299477210085
LRG,6.112284839919723,6.548799110017599,6.330541974968661,72960.0,1092930.0,0.06675633389146605,0.006316395107294691,0.0144700770169058,0.03006541705129908,0.013123983579336064,-0.01559534003439328,-0.006807588472041373,0.09517044322524097,0.16025722073736287,-0.0650867775121219,3.443805453651768,0.5916253244435031
LRG,6.548799110017599,6.985313380115476,6.767056245066538,46651.0,691854.0,0.06742896622697853,0.0063800386800520964,0.014615876540809416,0.030415782483550403,0.013276923090262778,-0.015799905942740985,-0.006896884410210681,0.10155048190529307,0.17353414382762564,-0.07198366192233256,3.612314873237015,0.5705957555924082
LRG,6.985313380115476,7.421827650213352,7.203570515164413,57300.0,919014.0,0.062349431020637336,0.005899419846536942,0.01351483846155627,0.030703253192077267,0.0134024081567699,-0.017188414730520997,-0.007502988310232959,0.10744990175183002,0.18693655198439554,-0.07948665023256553,3.7808242928222615,0.5503136915349578
LRG,7.421827650213352,7.858341920311228,7.640084785262291,122435.0,2005888.0,0.0610378047029545,0.005775315517064919,0.01323053085015975,0.030931857736689786,0.013502197302702492,-0.017701326886530033,-0.007726881785637573,0.11322521726889494,0.20043874928709804,-0.0872135320182031,3.9493337124075087,0.5307525619015697
LRG,7.858341920311228,8.294856190409105,8.076599055360166,109437.0,1814739.0,0.06030453966107523,0.005705934958653689,0.013071588604364043,0.031105417749539836,0.013577958725029909,-0.018033829145175793,-0.00787202376637622,0.11893115222754863,0.21401670801212794,-0.0950855557845793,4.117843131992755,0.5118867407775284
LRG,8.294856190409105,8.731370460506982,8.513113325458043,117114.0,1965098.0,0.059597027730932506,0.005638991125261463,0.012918228593069963,0.031227557555786913,0.013631274493403775,-0.018309328962716948,-0.007992283368142311,0.1245701433528101,0.2276479825055317,-0.1030778391527216,4.286352551578002,0.49369151313194176
LRG,8.731370460506982,9.167884730604857,8.94962759555592,133155.0,2270733.0,0.058639655124578714,0.005548405808571325,0.012710708878606095,0.03130171337177393,0.013663644565292808,-0.018591004493167838,-0.008115238756721484,0.1301185491613814,0.2413116270708245,-0.1111930779094431,4.45486197116325,0.4761430424399965
LRG,9.167884730604857,9.604399000702735,9.386141865653796,152023.0,2616987.0,0.05809085027934797,0.0054964786274755055,0.012591750153421238,0.031331142098588435,0.013676490624498206,-0.018739391945167196,-0.008180011997022701,0.13561502778885692,0.2549881176953227,-0.11937308990646578,4.623371390748496,0.4592183394560933
LRG,9.604399000702735,10.040913270800612,9.822656135751673,172273.0,2949569.0,0.05840616035766581,0.005526312845741679,0.012660096643581763,0.03131892972815711,0.013671159750533212,-0.01865883308457535,-0.008144846904791534,0.1411413406345986,0.26865927744585594,-0.12751793681125734,4.791880810333743,0.4428952320969532
LRG,10.040913270800612,10.477427540898487,10.259170405849549,174886.0,3041298.0,0.05750373689128786,0.00544092674324832,0.01246448768336566,0.0312679993783009,0.013648927926039844,-0.018803511694935243,-0.008208001182791524,0.1465822673778469,0.28230820537189577,-0.13572593799404886,4.96039022991899,0.427152336395243
LRG,10.477427540898487,10.913941810996365,10.695684675947426,171527.0,2992951.0,0.057310326831277895,0.005422626541821221,0.012422564193847168,0.03118111897251033,0.013611003389120418,-0.018758554778663162,-0.008188376847299197,0.15200489391966812,0.2959192087610162,-0.14391431484134806,5.128899649504237,0.4119690284856648
LRG,10.913941810996365,11.35045608109424,11.132198946045303,160503.0,2888263.0,0.055570770390369575,0.005258032035926389,0.012045498615079479,0.031060908579551034,0.013558529837179558,-0.019015409964471555,-0.008300497801253168,0.15726292595559452,0.3094777385981957,-0.1522148126426012,5.297409069089484,0.3973254175868124
LRG,11.35045608109424,11.786970351192117,11.568713216143179,151407.0,2684973.0,0.056390511189498,0.0053355948149322405,0.012223185312443208,0.030909847427372787,0.013492589488596381,-0.01868666211492958,-0.00815699467366414,0.16259852077052675,0.3229703280867921,-0.16037180731626535,5.46591848867473,0.3832023199433987
LRG,11.786970351192117,12.223484621289995,12.005227486241056,134643.0,2410588.0,0.055854837077094883,0.005284910046230165,0.012107072799808258,0.030730280605203074,0.013414206008283172,-0.018623207805394816,-0.008129295962053008,0.1678834308167569,0.3363845340950753,-0.16850110327831838,5.634427908259978,0.36958123369471746
LRG,12.223484621289995,12.65999889138787,12.441741756338931,118172.0,2131615.0,0.05543777839806907,0.005245448511330176,0.012016671322461092,0.0305244254671346,0.013324347302943261,-0.018507754144673507,-0.008078898791613085,0.1731288793280871,0.34970888139801853,-0.17658000206993144,5.802937327845224,0.356444314636416
LRG,12.65999889138787,13.096513161485747,12.878256026436809,99150.0,1801209.0,0.055046360527845464,0.005208413075495613,0.011931827736875036,0.030294377749959512,0.01322392819159295,-0.018362550013084476,-0.008015515116097337,0.1783372924035827,0.3629328095896115,-0.1845955171860288,5.9714467474304715,0.34377435284382596
LRG,13.096513161485747,13.533027431583623,13.314770296534686,74431.0,1341873.0,0.05546799138219489,0.00524830722351499,0.012023220277170347,0.030042117417463484,0.013113812956678744,-0.018018897140293137,-0.007865505733163754,0.1835855996270977,0.37604662254629023,-0.19246102291919254,6.139956167015718,0.33155475012622765
LRG,13.533027431583623,13.9695417016815,13.751284566632561,49685.0,904326.0,0.054941470222021706,0.005198488494921955,0.011909091754907179,0.029769514242919248,0.012994817780916256,-0.01786042248801207,-0.007796329285994301,0.18878408812201966,0.3890414403272065,-0.20025735220518684,6.308465586600965,0.31976949828251133
LRG,13.9695417016815,14.406055971779377,14.187798836730439,29370.0,541328.0,0.05425546064493246,0.005133579185442368,0.011760392585312945,0.029478333140976188,0.012867713074735285,-0.017717940555663243,-0.007734133889292917,0.19391766730746202,0.4019091534019418,-0.20799148609447976,6.476975006186212,0.30840315812975083
LRG,14.406055971779377,14.842570241877253,14.624313106828314,16787.0,303011.0,0.05540062902006858,0.005241933486825941,0.01200861883770854,0.029170239259738044,0.012733225699044944,-0.017161620422029504,-0.007491292212219003,0.19915960079428796,0.4146423791009867,-0.21548277830669876,6.645484425771459,0.29744083927721493
LRG,14.842570241877253,15.27908451197513,15.060827376926191,8647.0,162147.0,0.053328152848958046,0.005045838560935159,0.01155938970747453,0.028846802843316182,0.012592041087807534,-0.017287413135841652,-0.007546202526872375,0.20420543935522312,0.42723442018879426,-0.22302898083357114,6.8139938453567055,0.28686818061931973
LRG,15.27908451197513,15.715598782073005,15.497341647024069,4417.0,83999.0,0.0525839593328492,0.004975423964895887,0.011398078609847725,0.02850950387476388,0.012444805274745108,-0.017111425264916158,-0.0074693813098492216,0.209180863320119,0.4396792254635394,-0.23049836214342037,6.982503264941953,0.27667133152196777
LRG,15.715598782073005,16.152113052170883,15.933855917121944,2307.0,41873.0,0.055095168724476395,0.005213031241839149,0.011942407382627513,0.028159736508837185,0.01229212682830361,-0.01621732912620967,-0.007079095586464461,0.21439389456195815,0.451971352291843,-0.23757745772988484,7.1510126845272,0.2668369336776258
LRG,16.152113052170883,16.588627322268756,16.37037018721982,1207.0,22429.0,0.05381425832627402,0.005091833211623133,0.011664757742012557,0.027798813303681388,0.012134578698843542,-0.01613405556166883,-0.007042745487220409,0.21948572777358127,0.46410593099068653,-0.24462020321710526,7.319522104112446,0.257352103605372
LRG,16.588627322268756,17.025141592366637,16.806884457317697,678.0,13154.0,0.05154325680401399,0.004876954082293117,0.011172496333738515,0.027427969260116293,0.011972699981846776,-0.01625547292637778,-0.007095745899553659,0.22436268185587438,0.47607863097253333,-0.25171594911665895,7.4880315236976935,0.2482044157729859
LRG,17.025141592366637,17.46165586246451,17.243398727415574,433.0,7983.0,0.05424026055367656,0.005132140973119395,0.01175709781943368,0.027048365676866946,0.011806997600777955,-0.015291267857433266,-0.0066748566276585595,0.22949482282899378,0.4878856285733113,-0.2583908057443175,7.65654094328294,0.23938188631897125
LRG,17.46165586246451,17.89817013256239,17.67991299751345,332.0,5994.0,0.05538872205538872,0.005240806865739037,0.012006037888667135,0.02666109382971099,0.011637947913087407,-0.014655055941043856,-0.00639714104734837,0.23473562969473283,0.4995235764863987,-0.2647879467916659,7.825050362868187,0.23087295735318536
LRG,17.89817013256239,18.334684402660265,18.11642726761133,289.0,5912.0,0.04888362652232747,0.004625303419065113,0.010595995906452368,0.02626717848219422,0.011465998242685583,-0.015671182575741852,-0.00684069482362047,0.23936093311379794,0.5109895747290844,-0.27162864161528644,7.993559782453435,0.22266648181551024
LRG,18.334684402660265,18.77119867275814,18.552941537709202,298.0,5910.0,0.05042301184433164,0.0047709580011749825,0.010929672471200667,0.025867581235242156,0.011291568342099184,-0.01493790876404149,-0.006520610340924202,0.2441318911149729,0.5222811430711836,-0.27814925195621065,8.16206920203868,0.21475170887272782
LRG,18.77119867275814,19.20771294285602,18.98945580780708,329.0,6127.0,0.05369675208095316,0.005080714927712756,0.011639287133897119,0.025463203722674174,0.011115051787356759,-0.013823916588777055,-0.006034336859644003,0.24921260604268566,0.5333961948585403,-0.2841835888158546,8.330578621623928,0.20711826983446943
LRG,19.20771294285602,19.644227212953894,19.425970077904957,349.0,7612.0,0.045848660010509724,0.004338138943298425,0.009938137743642933,0.02505489065935713,0.010936817308551311,-0.015116752915714198,-0.006598678365252886,0.25355074498598407,0.5443330121670916,-0.29078226718110756,8.499088041209175,0.19975616456978929
LRG,19.644227212953894,20.080741483051774,19.862484348002834,350.0,7160.0,0.04888268156424581,0.004625214008394159,0.010595791077705283,0.02464343274842781,0.010757210058886177,-0.014047641670722526,-0.0061319960504920175,0.25817595899437823,0.5550902222259778,-0.2969142632315996,8.667597460794422,0.1926557484065657
LRG,20.080741483051774,20.517255753149648,20.29899861810071,78.0,1358.0,0.05743740795287187,0.005434650787729792,0.012450110248426138,0.02422956945375626,0.01057655282489215,-0.011779459205330124,-0.0051419020371623585,0.26361060978210804,0.5656667750508699,-0.3020561652687619,8.836106880379669,0.18580771949656932
LRG,20.517255753149648,20.95377002324752,20.735512888198585,35.0,732.0,0.04781420765027322,0.004524116434440189,0.010364189086935937,0.023813991643546605,0.010395147180399609,-0.013449802556610668,-0.00587103074595942,0.2681347262165482,0.5760619222312695,-0.3079271960147213,9.004616299964916,0.17920310662964473
LRG,20.95377002324752,21.390284293345402,21.172027158296462,43.0,662.0,0.0649546827794562,0.006145925286596435,0.014079551821337518,0.02339734411075669,0.010213274586735906,-0.009317792289419171,-0.004067349300139471,0.2742806515031446,0.5862751968180054,-0.3119945453148608,9.173125719550162,0.17283325748104206
LRG,21.390284293345402,21.826798563443276,21.60854142839434,35.0,589.0,0.059422750424448216,0.005622501239406144,0.01288045231177777,0.02298022797572292,0.010031197441505428,-0.01009977566394515,-0.0044086962020992845,0.2799031527425508,0.5963063942595108,-0.31640324151696003,9.341635139135409,0.16668982727650275
LRG,21.826798563443276,22.263312833541157,22.045055698492217,32.0,540.0,0.05925925925925926,0.005607031923826825,0.01284501403028484,0.0225632029762058,0.009849160078228806,-0.00971818894592096,-0.004242128154401981,0.2855101846663776,0.6061555543377396,-0.320645369671362,9.510144558720656,0.16076476786024868
LRG,22.263312833541157,22.69982710363903,22.481569968590094,37.0,479.0,0.07724425887265135,0.00730874855415318,0.016743435564006735,0.02214678964981071,0.009667389718998266,-0.005403354085803974,-0.0023586411648450854,0.2928189332205308,0.6158229440567379,-0.32300401083620706,9.678653978305904,0.15505031715155487
LRG,22.69982710363903,23.136341373736904,22.918084238687968,28.0,445.0,0.06292134831460675,0.005953533896647584,0.013638807032156598,0.021731471413541575,0.009486097382234908,-0.008092664381384977,-0.0035325634855873237,0.2987724671171784,0.6253090414389728,-0.3265365743217944,9.84716339789115,0.14953898897609222
LRG,23.136341373736904,23.572855643834785,23.354598508785845,32.0,434.0,0.07373271889400922,0.006976491333793746,0.015982275521552566,0.02131769654505099,0.009305478747531048,-0.005335421023498425,-0.0023289874137373025,0.30574895845097216,0.6346145201865039,-0.3288655617355317,10.015672817476396,0.14422356325871974
LRG,23.572855643834785,24.00936991393266,23.791112778883722,17.0,403.0,0.04218362282878412,0.003991358022699306,0.009143705707042243,0.020905880069936652,0.009125714979482082,-0.01176217436289441,-0.005134356956782776,0.30974031647367145,0.643740235165986,-0.33399991869231455,10.184182237061643,0.13909707656487785
LRG,24.00936991393266,24.44588418403054,24.2276270489816,11.0,392.0,0.02806122448979592,0.0026551155634192713,0.0060825401259480185,0.02049640555927325,0.00894697351233631,-0.014413865433325233,-0.006291857948917038,0.31239543203709075,0.6526872086783223,-0.34029177664123156,10.352691656646892,0.13415281297819215
LRG,24.44588418403054,24.882398454128413,24.664141319079476,39.0,467.0,0.0835117773019272,0.00790177277273775,0.01810198042544186,0.020089626841362472,0.008769408797195991,-0.001987646415920613,-0.0008676360244582407,0.3202972048098285,0.6614566174755183,-0.34115941266568983,10.521201076232138,0.12938429530233606
LRG,24.882398454128413,25.318912724226287,25.10065558917735,30.0,451.0,0.06651884700665188,0.006293924415603835,0.014418599451955222,0.019685869631539905,0.00859316301345354,-0.005267270179584683,-0.002299238597849704,0.3265911292254323,0.6700497804889719,-0.3434586512635396,10.689710495817383,0.12478527657562723
LRG,25.318912724226287,25.755426994324168,25.537169859275227,14.0,403.0,0.034739454094292806,0.0032870007245758993,0.007530110582269959,0.019285433083694348,0.00841836674605036,-0.011755322501424388,-0.005131366021474461,0.3298781299500082,0.6784681472350222,-0.34859001728501404,10.85821991540263,0.12034973188724116
LRG,25.755426994324168,26.19194126442204,25.973684129373105,26.0,338.0,0.07692307692307693,0.007278358747275206,0.016673816289312325,0.018888591267011326,0.00824513963009652,-0.002214774977699001,-0.0009667808828213147,0.33715648869728343,0.6867132868651188,-0.34955679816783536,11.026729334987879,0.11607185048432088
LRG,26.19194126442204,26.628455534519922,26.410198399470982,23.0,367.0,0.06267029972752043,0.005929780014810045,0.013584389837886386,0.018495594571289825,0.008073590964312904,-0.004911204733403439,-0.0021438109495028595,0.34308626871209347,0.6947868778294317,-0.35170060911733825,11.195238754573126,0.11194602815964258
LRG,26.628455534519922,27.064969804617796,26.84671266956886,10.0,338.0,0.029585798816568046,0.002799368748952002,0.006413006265120124,0.018106671044049692,0.007903820294695656,-0.011693664778929568,-0.005104451545743654,0.34588563746104545,0.7026906981241273,-0.3568050606630819,11.363748174158372,0.10796685990986524
LRG,27.064969804617796,27.50148407471567,27.283226939666733,21.0,290.0,0.07241379310344828,0.006851696337952177,0.01569638567924919,0.017722027662503224,0.007735917969751921,-0.0020256419832540354,-0.0008842216317997446,0.35273733379899763,0.7104266160938792,-0.3576892822948816,11.53225759374362,0.10412913285474518
LRG,27.50148407471567,27.93799834481355,27.71974120976461,20.0,275.0,0.07272727272727272,0.006881357361060194,0.01576433540080412,0.017341851543325414,0.007569965668580501,-0.0015775161425212944,-0.0006886083075203072,0.35961869116005785,0.7179965817624597,-0.3583778906024019,11.700767013328866,0.10042781940804064
LRG,27.93799834481355,28.374512614911424,28.156255479862487,19.0,244.0,0.0778688524590164,0.007367846764659737,0.016878822227295674,0.016966311093047515,0.007406036903035093,-8.74888657518419e-05,-3.819013837535589e-05,0.3669865379247176,0.7254026186654948,-0.35841608074077724,11.869276432914113,0.09685807069115929
LRG,28.374512614911424,28.811026885009305,28.592769749960365,8.0,243.0,0.03292181069958848,0.0031150177354593474,0.0071361189057138,0.016595557101757225,0.007244197495141257,-0.009459438196043425,-0.00412917975968191,0.37010155566017694,0.7326468161606361,-0.36254526050045915,12.03778585249936,0.09341521018092012
LRG,28.811026885009305,29.24754115510718,29.029284020058242,9.0,234.0,0.038461538461538464,0.003639179373637603,0.008336908144656163,0.01622972378269098,0.007084506030891454,-0.007892815638034817,-0.0034453266572538515,0.37374073503381455,0.7397313221915276,-0.36599058715771304,12.206295272084606,0.09009472758310876
LRG,29.24754115510718,29.684055425205052,29.465798290156116,17.0,239.0,0.07112970711297072,0.00673019783743858,0.015418047698485454,0.01586892976017365,0.006927014291496627,-0.0004508820616881959,-0.00019681645405804707,0.3804709328712531,0.7466583364830243,-0.36618740361177116,12.374804691669853,0.08689227292379921
LRG,29.684055425205052,30.120569695302933,29.902312560253993,17.0,221.0,0.07692307692307693,0.007278358747275206,0.01667381628931205,0.015513279008273848,0.006771767663121435,0.0011605372810382028,0.0005065910841537706,0.38774929161852834,0.7534301041461458,-0.3656808125276174,12.5433141112551,0.08380365085070259
LRG,30.120569695302933,30.557083965400807,30.33882683035187,22.0,240.0,0.09166666666666666,0.00867337750716962,0.019869631078097184,0.015162861742425033,0.0066188055260896364,0.004706769335672151,0.0020545719810799836,0.39642266912569796,0.7600489096722354,-0.3636262405465374,12.711823530840347,0.08082481513707644
LRG,30.557083965400807,30.993598235498688,30.775341100449747,6.0,218.0,0.027522935779816515,0.0026041834049883765,0.005965860874157524,0.01481775526616513,0.006468161624499101,-0.008851894392007606,-0.0038639782195107244,0.3990268525306863,0.7665170712967345,-0.3674902187660482,12.880332950425593,0.07795186338099505
LRG,30.993598235498688,31.43011250559656,31.211855370547624,19.0,201.0,0.0945273631840796,0.008944052788940178,0.02048971454457783,0.014478024775072668,0.006319864417149778,0.006011689769505162,0.0026241883717904,0.4079709053196265,0.7728369357138843,-0.36486603039425786,13.048842370010842,0.07518103189303646
LRG,31.43011250559656,31.866626775694435,31.648369640645498,4.0,175.0,0.022857142857142857,0.002162712313476061,0.004954505411681375,0.014143724119859915,0.006173937410646342,-0.009189218708178539,-0.004011225097170281,0.4101336176331025,0.7790108731245307,-0.36887725549142814,13.217351789596087,0.07250869076568849
LRG,31.866626775694435,32.30314104579231,32.08488391074337,11.0,164.0,0.06707317073170732,0.006346373785733868,0.014538754447388185,0.013814896530515064,0.006030399475495431,0.0007238579168731205,0.0003159743102384375,0.4164799914188364,0.7850412726000261,-0.3685612811811897,13.385861209181334,0.06993133911801508
LRG,32.30314104579231,32.73965531589019,32.521398180841246,4.0,143.0,0.027972027972027972,0.0026466759081000745,0.0060632059233862,0.013491575303298971,0.005889265145990146,-0.007428369379912771,-0.003242589237890071,0.4191266673269365,0.7909305377460163,-0.3718038704190798,13.554370628766579,0.0674456005093528
LRG,32.73965531589019,33.17616958598806,32.957912450939126,12.0,155.0,0.07741935483870968,0.007325315900483433,0.01678138929763047,0.013173784452322866,0.005750544904632432,0.003607604845307604,0.0015747709958510011,0.4264519832274199,0.7966810826506487,-0.37022909942322885,13.722880048351827,0.06504821851602954
LRG,33.17616958598806,33.612683856085944,33.39442672103701,9.0,128.0,0.0703125,0.006652874792431243,0.015240910201949297,0.012861539327354291,0.005614245451815247,0.0023793708745950062,0.0010386293406159956,0.43310485801985116,0.802295328102464,-0.3691904700826128,13.891389467937076,0.06273605246531047
LRG,33.612683856085944,34.04919812618382,33.83094099113488,16.0,123.0,0.13008130081300814,0.012308118857180837,0.028196372261601328,0.012554847199432345,0.005480369961450544,0.01564152506216898,0.006827748895730293,0.445412976877032,0.8077756980639145,-0.36236272118688245,14.059898887522321,0.060506073320982734
LRG,34.04919812618382,34.48571239628169,34.267455261232755,8.0,115.0,0.06956521739130435,0.006582167910579317,0.015078929513812884,0.012253707815796887,0.0053489183232051886,0.0028252216980159967,0.0012332495873741281,0.4519951447876113,0.8131246163871196,-0.3611294715995083,14.228408307107568,0.05835535971518865
LRG,34.48571239628169,34.92222666637957,34.70396953133063,6.0,114.0,0.05263157894736842,0.004979929669188299,0.011408400619002983,0.011958113925572209,0.005219887371968456,-0.0005497133065692252,-0.0002399577027801577,0.45697507445679963,0.8183445037590881,-0.36136942930228844,14.396917726692813,0.056281094121309126
LRG,34.92222666637957,35.358740936477446,35.14048380142851,12.0,108.0,0.1111111111111111,0.010513184857175296,0.024084401306784464,0.011668051777593112,0.0050932711051602545,0.012416349529191352,0.0054199137520150415,0.4674882593139749,0.8234377748642483,-0.3559495155502734,14.565427146278061,0.054280559162883664
LRG,35.358740936477446,35.79525520657533,35.57699807152639,5.0,88.0,0.056818181818181816,0.005376060438328277,0.01231588703187822,0.01138350159167394,0.004969060888447614,0.0009323854402042801,0.0004069995498806626,0.4728643197523032,0.8284068357526959,-0.3555425160003927,14.73393656586331,0.052351134053731145
LRG,35.79525520657533,36.2317694766732,36.01351234162426,1.0,101.0,0.009900990099009901,0.0009368184526195809,0.002146134769911487,0.011104438004590019,0.004847245650420701,-0.008958303234678531,-0.00391042719780112,0.47380113820492276,0.8332540814031166,-0.3594529431981939,14.902445985448557,0.05049029116460805
LRG,36.2317694766732,36.668283746771074,36.45002661172214,4.0,78.0,0.05128205128205128,0.0048522391648501365,0.011115877526208214,0.010830830491976945,0.00472781206675911,0.00028504703423126894,0.0001244270980910265,0.47865337736977287,0.8379818934698757,-0.35932851610010286,15.070955405033802,0.04869559271190628
LRG,36.668283746771074,37.104798016868955,36.88654088182001,1.0,78.0,0.01282051282051282,0.0012130597912125341,0.0027789693815520084,0.010562643767280415,0.00461074473437834,-0.007783674385728407,-0.003397684943165806,0.4798664371609854,0.8425926382042541,-0.3627262010432687,15.239464824619048,0.04696468756405253
LRG,37.104798016868955,37.54131228696683,37.32305515191789,7.0,97.0,0.07216494845360824,0.00682815098971179,0.015642446209561043,0.010299838158876511,0.004496026336048208,0.005342608050684532,0.002332124653663582,0.4866945881506972,0.8470886645403023,-0.3603940763896051,15.407974244204297,0.04529530816142568
LRG,37.54131228696683,37.97782655706471,37.75956942201577,10.0,73.0,0.136986301369863,0.012961460782818858,0.02969309750151461,0.010042369966387984,0.00438363779593073,0.019650727535126623,0.008577822986888127,0.49965604893351606,0.8514723023362331,-0.351816253402717,15.576483663789546,0.04368526754575688
LRG,37.97782655706471,38.41434082716258,38.196083692113646,3.0,67.0,0.04477611940298507,0.004236656584234821,0.00970565425795792,0.009790191797222446,0.004273558426482746,-8.453753926452624e-05,-3.6901842247924824e-05,0.5038927055177509,0.8557458607627157,-0.35185315524496485,15.74499308337479,0.042132456495120874
LRG,38.41434082716258,38.85085509726046,38.63259796221152,4.0,60.0,0.06666666666666667,0.006307910914305178,0.01445064078407068,0.009543252884262702,0.004165766067133361,0.004907387899807979,0.0021421448471718174,0.510200616432056,0.8599116268298491,-0.34971101039779307,15.913502502960036,0.04063484076076515
LRG,38.85085509726046,39.28736936735834,39.069112232309394,1.0,47.0,0.02127659574468085,0.0020131630577569716,0.0046119066332139715,0.009301499385649562,0.004060237215142705,-0.004689592752435591,-0.0020470741573857336,0.5122137794898131,0.8639718640449918,-0.35175808455517876,16.082011922545284,0.039190458402157395
LRG,39.28736936735834,39.72388363745621,39.505626502407274,2.0,50.0,0.04,0.0037847465485831067,0.008670384470442407,0.009064874667507787,0.003956947149015867,-0.00039449019706538045,-0.00017220060043276033,0.5159985260383961,0.8679288111940077,-0.35193028515561153,16.250521342130533,0.037797417216759575
LRG,39.72388363745621,40.16039790755409,39.942140772505155,3.0,54.0,0.05555555555555555,0.005256592428587648,0.012042200653392036,0.008833319570460909,0.003855870044841069,0.0032088810829311275,0.0014007223837465789,0.5212551184669838,0.8717846812388488,-0.350529562771865,16.41903076171578,0.036453892261161906
LRG,40.16039790755409,40.596912177651966,40.37865504260303,3.0,52.0,0.057692307692307696,0.005458769060456404,0.012505362216984242,0.00860677266072816,0.003756979085896087,0.003898589556256082,0.0017017899745603174,0.5267138875274402,0.8755416603247449,-0.3488277727973047,16.587540181301023,0.03515812346032908
LRG,40.596912177651966,41.03342644774984,40.8151693127009,3.0,53.0,0.05660377358490566,0.005355773417806284,0.012269411986475107,0.008385170466559441,0.003660246565856442,0.003884241519915666,0.001695526851949842,0.5320696609452464,0.8792019068906013,-0.34713224594535486,16.75604960088627,0.03390841330182675
LRG,41.03342644774984,41.46994071784772,41.251683582798776,4.0,54.0,0.07407407407407407,0.007008789904783531,0.01605626753785605,0.008168447700735859,0.003565643985919426,0.007887819837120192,0.003443145918864105,0.5390784508500299,0.8827675508765207,-0.3436891000264908,16.924559020471516,0.03270312461200793
LRG,41.46994071784772,41.906454987945594,41.68819785289666,1.0,46.0,0.021739130434782608,0.0020569274720560362,0.004712165473066526,0.00795653746982942,0.0034731421461489716,-0.003244371996762894,-0.0014162146740929354,0.5411353783220859,0.8862406930226697,-0.3451053147005838,17.093068440056765,0.03154067841124555
LRG,41.906454987945594,42.342969258043475,42.12471212299454,3.0,55.0,0.05454545454545454,0.005161018020795146,0.01182325155060309,0.007749371470877641,0.0033827112313274945,0.0040738800797254495,0.0017783067894676513,0.5462963963428811,0.8896234042539972,-0.34332700791111614,17.261577859642014,0.030419551845401797
LRG,42.342969258043475,42.77948352814135,42.56122639309241,0.0,38.0,0.0,0.0,0.0,0.007546880176106164,0.0032943208915890945,-0.007546880176106164,-0.0032943208915890945,0.5462963963428811,0.8929177251455863,-0.34662132880270524,17.43008727922726,0.029338276190824224
LRG,42.77948352814135,43.21599779823922,42.997740663190285,1.0,42.0,0.023809523809523808,0.0022528253265375634,0.0051609431371681,0.007348993006303396,0.0032079403181009053,-0.002188049869135296,-0.0009551149915633418,0.5485492216694187,0.8961256654636872,-0.34757644379426855,17.598596698812504,0.02829543493025494
