q_max,q_min,q_residual_median,q_residual_rms,q_shell_count,q_shell_fraction,retained_count,tracer
83.55451052260003,0.006512160803328726,0.015123063575851248,2.9880488227253563,2804908,0.9904962213360237,2831821,LRG
83.81182491794786,0.004159372965073516,1.9768157069747483,4.689763567164293,2772981,0.8068994595802581,3436588,ELG
70.70884690339449,0.0010850583848416306,2.402241495852408,8.81046173898321,1227815,0.5385817287130563,2279719,QSO
